	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
INI30010_INI30110	5.85179194214	2.43152371197e-09	0.106442937308	0.0636924900264	0.00648402845293	0.00855721489066	345797	INI30010	INI30110	red_blood_cell_(erythrocyte)_count	platelet_distribution_width	INI	INI	328032.0	327880.0	36808	0.0108842711183	1.31973740596
INI30060_INI30190	4.48188341595	3.69935805563e-06	0.0511429901173	0.0636410080897	0.00632148153439	0.0106004298418	345706	INI30060	INI30190	mean_corpuscular_haemoglobin_concentration	monocyte_percentage	INI	INI	328025.0	327482.0	17680	0.0141996125698	1.67689010625
HC95_INI30050	5.00341420941	2.81618690443e-07	0.0578752164274	0.062428062503	0.00883213789914	0.0150083160303	309161	HC95	INI30050	inflammatory_bowel_disease	mean_corpuscular_haemoglobin	HC	INI	3783.0	328028.0	17893	0.0124770926192	1.69928461282
INI30080_INI30180	4.72502498024	1.15043535425e-06	0.131158674299	0.0623008862466	0.00819300141789	0.00495683345834	345653	INI30080	INI30180	platelet_count	lymphocyte_percentage	INI	INI	328031.0	327482.0	45335	0.0131853030422	0.605008251008
INI30030_INI30110	5.48392488093	2.07995734964e-08	0.0876594670892	0.0622243489415	0.00554258082879	0.00960591332704	345797	INI30030	INI30110	haematocrit_percentage	platelet_distribution_width	INI	INI	328032.0	327880.0	30312	0.0113466814904	1.7331119967
HC78_INI30300	4.79924004624	7.96344053152e-07	0.109389718061	0.0619760721712	0.00460985263732	0.00761240515973	320900	HC78	INI30300	arthritis_(nos)	high_light_scatter_reticulocyte_count	HC	INI	15332.0	322755.0	35103	0.0129137262513	1.65133373204
HC78_INI30210	4.65303930986	1.63538931841e-06	0.101645784215	0.0616612963736	0.00489060627125	0.00768190528579	320856	HC78	INI30210	arthritis_(nos)	eosinophill_percentage	HC	INI	15332.0	327482.0	32614	0.0132518322471	1.57074703211
INI30060_INI30280	4.02002226664	2.90963205452e-05	0.0604083602665	0.0615017644944	0.00596444205258	0.00800201593426	345575	INI30060	INI30280	mean_corpuscular_haemoglobin_concentration	immature_reticulocyte_fraction	INI	INI	328025.0	322755.0	20876	0.0152988616518	1.34162019913
HC322_INI30290	4.58862587706	2.230866171e-06	0.103272797056	0.0611487845978	0.00508406854768	0.00792725349827	300282	HC322	INI30290	crohns_disease	high_light_scatter_reticulocyte_percentage	HC	INI	1652.0	322755.0	31011	0.0133261647901	1.5592341889
FH1220_INI30260	4.62945948619	1.83310721965e-06	0.0757467098512	0.0606363396191	0.00619607158222	0.00955517777635	331067	FH1220	INI30260	diabetes	mean_reticulocyte_volume	FH	INI	79177.0	322934.0	25077	0.0130979307195	1.54213482681
INI30010_INI30240	5.29440910143	5.97009311229e-08	0.120724400147	0.0605531149909	0.00611988649848	0.00705472808681	345670	INI30010	INI30240	red_blood_cell_(erythrocyte)_count	reticulocyte_percentage	INI	INI	328032.0	322933.0	41731	0.0114371809641	1.15275472651
INI30070_INI30200	4.19605352251	1.3580304432e-05	0.0842692496481	0.0604536791332	0.00945972109812	0.00600981163983	345652	INI30070	INI30200	red_blood_cell_(erythrocyte)_distribution_width	neutrophill_percentage	INI	INI	328031.0	327482.0	29128	0.0144072707388	0.635305372907
HC78_INI30250	4.57083391878	2.42893588551e-06	0.0945026786475	0.0603660736072	0.00498401442077	0.00823346261246	320980	HC78	INI30250	arthritis_(nos)	reticulocyte_count	HC	INI	15332.0	322934.0	30333	0.0132067965452	1.65197407499
FH1262_INI30240	4.31221924831	8.08120219218e-06	0.0829957427415	0.059695217123	0.000503148800046	0.00894168617838	323282	FH1262	INI30240	parkinson's_disease	reticulocyte_percentage	FH	INI	21755.0	322933.0	26831	0.0138432704103	17.7714548411
HC382_INI30100	5.27272505894	6.7206425681e-08	0.0640568271652	0.0584545124976	0.0128938412293	0.0158983683867	327751	HC382	INI30100	asthma	mean_platelet_(thrombocyte)_volume	HC	INI	43626.0	328027.0	20995	0.0110862053007	1.23302033149
HC322_INI30300	4.33747055205	7.20659189548e-06	0.106406268254	0.0575662006236	0.00505938380423	0.0077146900425	300282	HC322	INI30300	crohns_disease	high_light_scatter_reticulocyte_count	HC	INI	1652.0	322755.0	31952	0.013271836646	1.52482799112
INI30030_INI30100	5.65239042669	7.91158341784e-09	0.0831037373208	0.0573437481941	0.00561030841612	0.0136341471838	345698	INI30030	INI30100	haematocrit_percentage	mean_platelet_(thrombocyte)_volume	INI	INI	328032.0	328027.0	28729	0.0101450437541	2.43019566351
FH1262_INI30250	4.21016910176	1.27589808766e-05	0.0911800130015	0.0571027216977	0.000499595946003	0.00841605386398	323334	FH1262	INI30250	parkinson's_disease	reticulocyte_count	FH	INI	21755.0	322934.0	29482	0.0135630470695	16.8457208897
HC95_INI30040	4.6787896801	1.44286629081e-06	0.0762215528388	0.055944375396	0.00800938790656	0.0121558895607	309198	HC95	INI30040	inflammatory_bowel_disease	mean_corpuscular_volume	HC	INI	3783.0	328031.0	23568	0.0119570186354	1.51770518578
HC322_INI30050	4.44693086325	4.35529284498e-06	0.0584036527754	0.0559220041779	0.00571294252692	0.014802892799	300304	HC322	INI30050	crohns_disease	mean_corpuscular_haemoglobin	HC	INI	1652.0	328028.0	17539	0.0125754156963	2.59111530166
HC95_INI30240	4.09309360994	2.12827888231e-05	0.0821709655284	0.0558140320512	0.00854195250745	0.00895070541037	309148	HC95	INI30240	inflammatory_bowel_disease	reticulocyte_percentage	HC	INI	3783.0	322933.0	25403	0.0136361484418	1.04785239705
HC261_INI30070	4.07678063009	2.28317680273e-05	0.0584111430023	0.0557310007452	0.00831285017204	0.0117008759266	319153	HC261	INI30070	eczema/dermatitis	red_blood_cell_(erythrocyte)_distribution_width	HC	INI	11643.0	328031.0	18642	0.0136703457463	1.4075648766
HC95_INI30250	4.13029691179	1.81147511213e-05	0.0904751944272	0.0553371415919	0.00796456609281	0.00842100439805	309195	HC95	INI30250	inflammatory_bowel_disease	reticulocyte_count	HC	INI	3783.0	322934.0	27974	0.013397860438	1.0573086217
INI30140_INI30280	4.05112963081	2.5485478784e-05	0.105512088065	0.0545233001341	0.00703997281182	0.00581402305251	345557	INI30140	INI30280	neutrophill_count	immature_reticulocyte_fraction	INI	INI	327479.0	322755.0	36460	0.0134587893015	0.825858736663
HC78_INI30290	4.12465025295	1.85649269596e-05	0.106002586518	0.0534929355876	0.00463669334316	0.00783177249335	320900	HC78	INI30290	arthritis_(nos)	high_light_scatter_reticulocyte_percentage	HC	INI	15332.0	322755.0	34016	0.0129690839967	1.68908571556
HC269_INI30210	4.16846119414	1.53331478566e-05	0.0965750131143	0.0527574825402	0.00913619871764	0.00784030899018	327036	HC269	INI30210	high_cholesterol	eosinophill_percentage	HC	INI	43054.0	327482.0	31584	0.0126563448916	0.858158763014
FH1220_INI30010	4.40858600468	5.20238506784e-06	0.159746314788	0.0520291373045	0.00419008563822	0.00530062559183	331017	FH1220	INI30010	diabetes	red_blood_cell_(erythrocyte)_count	FH	INI	79177.0	328032.0	52879	0.0118017743669	1.26503991791
HC78_INI30000	4.17532182484	1.48782539635e-05	0.0975667931453	0.0519144766827	0.00456423738958	0.00893776632213	320909	HC78	INI30000	arthritis_(nos)	white_blood_cell_(leukocyte)_count	HC	INI	15332.0	328029.0	31310	0.0124336467608	1.95821679708
INI30000_INI30200	3.74509573306	9.01625005237e-05	0.0927196452095	0.0515525481735	0.00905041422306	0.00586008342517	345619	INI30000	INI30200	white_blood_cell_(leukocyte)_count	neutrophill_percentage	INI	INI	328029.0	327482.0	32046	0.0137653485646	0.647493394306
HC96_INI30260	3.6005873627	0.000158749561525	0.0659602274751	0.050758596404	0.0144537464564	0.0102994753329	298543	HC96	INI30260	polymyalgia_rheumatica	mean_reticulocyte_volume	HC	INI	1421.0	322934.0	19692	0.0140973100472	0.712581707723
FH1220_INI30070	3.89237160483	4.96345191213e-05	0.0648280008891	0.0507012674856	0.00653898732608	0.0110220956647	331094	FH1220	INI30070	diabetes	red_blood_cell_(erythrocyte)_distribution_width	FH	INI	79177.0	328031.0	21464	0.0130258034517	1.68559673158
INI30050_INI30130	4.11605898693	1.92702854503e-05	0.0678861544742	0.0503799240297	0.0135122312683	0.0100450078644	345661	INI30050	INI30130	mean_corpuscular_haemoglobin	monocyte_count	INI	INI	328028.0	327479.0	23466	0.0122398450046	0.743401120436
HC273_INI30110	4.18188506372	1.44551057904e-05	0.0833373494994	0.0500912144182	0.00813798238466	0.010031596943	329229	HC273	INI30110	essential_hypertension	platelet_distribution_width	HC	INI	64234.0	327880.0	27437	0.0119781423102	1.23268845628
HC78_INI30240	3.69896884831	0.000108238582923	0.0859861360116	0.0497089347637	0.00517311132519	0.00875231877808	320925	HC78	INI30240	arthritis_(nos)	reticulocyte_percentage	HC	INI	15332.0	322933.0	27595	0.01343859243	1.69188680233
INI30160_INI30290	4.10865923263	1.98981386628e-05	0.131605179453	0.0492112915636	0.00278640272662	0.00685695011649	345557	INI30160	INI30290	basophill_count	high_light_scatter_reticulocyte_percentage	INI	INI	327479.0	322755.0	45477	0.0119774575542	2.4608611135
HC322_INI30040	4.01104875806	3.02248117351e-05	0.0764717119244	0.0485022379769	0.00560665774112	0.0120645364229	300353	HC322	INI30040	crohns_disease	mean_corpuscular_volume	HC	INI	1652.0	328031.0	22969	0.0120921586604	2.15182323943
HC201_INI30040	4.02615529076	2.834812668e-05	0.0755841667535	0.048141859007	0.0110272305303	0.0121857220793	307294	HC201	INI30040	ulcerative_colitis	mean_corpuscular_volume	HC	INI	3147.0	328031.0	23227	0.0119572782296	1.1050573438
HC201_INI30120	3.71706647834	0.000100774711612	0.0840826029714	0.0472753857821	0.0116712151084	0.00974280355494	307204	HC201	INI30120	ulcerative_colitis	lymphocyte_count	HC	INI	3147.0	327479.0	25831	0.0127184665804	0.834771997984
INI30040_INI30120	4.1152470673	1.93382454046e-05	0.0859514497781	0.0471522647461	0.0111823086445	0.00934823701188	345769	INI30040	INI30120	mean_corpuscular_volume	lymphocyte_count	INI	INI	328031.0	327479.0	29719	0.0114579426156	0.835984527801
HC215_INI30110	4.12862722488	1.82467748322e-05	0.0994352875318	0.0470112404466	0.00880133812608	0.00900131857445	331826	HC215	INI30110	hypertension	platelet_distribution_width	HC	INI	107407.0	327880.0	32995	0.0113866517576	1.02272159591
INI30050_INI30110	3.88276511557	5.16376591628e-05	0.0660898575878	0.0464773448808	0.0136690544871	0.0111742569626	345641	INI30050	INI30110	mean_corpuscular_haemoglobin	platelet_distribution_width	INI	INI	328028.0	327880.0	22843	0.0119701664915	0.8174857283
INI30070_INI30090	4.0391564553	2.68218877822e-05	0.0956569150301	0.0456406669823	0.00871966358684	0.00824491122233	345746	INI30070	INI30090	red_blood_cell_(erythrocyte)_distribution_width	platelet_crit	INI	INI	328031.0	327881.0	33073	0.0112995541241	0.945553820996
INI30190_INI30260	3.64653006507	0.000132902695445	0.0743891508018	0.0456325894526	0.00852000641738	0.00943384400233	345589	INI30190	INI30260	monocyte_percentage	mean_reticulocyte_volume	INI	INI	327482.0	322934.0	25708	0.0125139759273	1.10725785172
HC201_INI30210	3.38955116761	0.000350035712451	0.0957346492555	0.0452872639952	0.0109824420902	0.00793627390134	307185	HC201	INI30210	ulcerative_colitis	eosinophill_percentage	HC	INI	3147.0	327482.0	29408	0.0133608438863	0.722632893134
HC96_INI30090	3.5918682529	0.000164157913753	0.130632836572	0.0437699321784	0.00802210238502	0.00705349605149	298503	HC96	INI30090	polymyalgia_rheumatica	platelet_crit	HC	INI	1421.0	327881.0	38994	0.0121858400968	0.879257794648
HC261_INI30260	3.11624158953	0.000915860702512	0.0674906324327	0.0429343273225	0.00729327305965	0.0102220821575	319167	HC261	INI30260	eczema/dermatitis	mean_reticulocyte_volume	HC	INI	11643.0	322934.0	21541	0.013777599101	1.40157677821
FH1262_INI30040	3.39463195746	0.000343604570017	0.0758340220782	0.0410145987904	0.00069815711082	0.0122349039871	323337	FH1262	INI30040	parkinson's_disease	mean_corpuscular_volume	FH	INI	21755.0	328031.0	24520	0.0120821930932	17.5245711853
HC95_INI30290	3.12524163074	0.000888295304308	0.101825169152	0.0410029013914	0.00739878995113	0.00799979365044	309122	HC95	INI30290	inflammatory_bowel_disease	high_light_scatter_reticulocyte_percentage	HC	INI	3783.0	322755.0	31476	0.0131199139894	1.08122999886
HC201_INI30080	3.61068715559	0.000152693421451	0.118399106674	0.0403931486354	0.00858573731251	0.00877979453882	307294	HC201	INI30080	ulcerative_colitis	platelet_count	HC	INI	3147.0	328031.0	36383	0.0111871084076	1.02260227855
FH1220_INI30110	3.14915568709	0.000818714681083	0.0688030907765	0.0395141743518	0.00618061701508	0.011221034301	330928	FH1220	INI30110	diabetes	platelet_distribution_width	FH	INI	79177.0	327880.0	22769	0.0125475455259	1.81552008055
INI30050_INI30120	3.3207613286	0.000448861355767	0.0736697265304	0.0394669525555	0.0129537183493	0.010115929784	345661	INI30050	INI30120	mean_corpuscular_haemoglobin	lymphocyte_count	INI	INI	328028.0	327479.0	25465	0.0118849109135	0.780928650079
INI30210_INI30240	3.3280572735	0.000437269426068	0.101645759201	0.0392527071436	0.00746927405416	0.00773975505491	345562	INI30210	INI30240	eosinophill_percentage	reticulocyte_percentage	INI	INI	327482.0	322933.0	35125	0.0117944806588	1.0362124885
HC382_INI30040	3.39365641121	0.000344830809415	0.0722791926301	0.0390517175946	0.0124306831142	0.0124629310729	327797	HC382	INI30040	asthma	mean_corpuscular_volume	HC	INI	43626.0	328031.0	23693	0.0115072691112	1.00259422257
INI30150_INI30190	3.12417002252	0.000891536960739	0.0797878907553	0.0388390634108	0.00908366379458	0.00819617672914	345575	INI30150	INI30190	eosinophill_count	monocyte_percentage	INI	INI	327479.0	327482.0	27573	0.0124318020885	0.902298556452
INI30080_INI30190	3.13840401694	0.000849352794134	0.103749642419	0.0375493165237	0.00930270884518	0.00699555671852	345653	INI30080	INI30190	platelet_count	monocyte_percentage	INI	INI	328031.0	327482.0	35861	0.0119644622939	0.751991364553
HC215_INI30090	3.11591838309	0.000916865087609	0.177451186276	0.0339158775438	0.00662832658422	0.00584868189506	331882	HC215	INI30090	hypertension	platelet_crit	HC	INI	107407.0	327881.0	58893	0.0108847130682	0.882376844404
INI30020_INI30100	3.2231013994	0.000634053273	0.0772152882422	0.0331496852139	0.00656187426465	0.0141882521397	345854	INI30020	INI30100	haemoglobin_concentration	mean_platelet_(thrombocyte)_volume	INI	INI	328031.0	328027.0	26705	0.0102850270923	2.1622255422
FH1220_INI30090	3.21408220382	0.000654311014642	0.137406853024	-0.0368781020651	0.004501916957	0.00685805889002	330987	FH1220	INI30090	diabetes	platelet_crit	FH	INI	79177.0	327881.0	45480	0.0114739137728	1.5233641481
HC96_INI30040	3.29310575681	0.000495435979509	0.0749129705244	-0.0396140954917	0.0132844966005	0.0121966749737	298539	HC96	INI30040	polymyalgia_rheumatica	mean_corpuscular_volume	HC	INI	1421.0	328031.0	22364	0.0120294027636	0.918113447616
HC273_INI30260	3.22512395151	0.000629590692389	0.098468327837	-0.0400200959471	0.00754701063993	0.00822149338892	329353	HC273	INI30260	essential_hypertension	mean_reticulocyte_volume	HC	INI	64234.0	322934.0	32431	0.0124088551475	1.08937084909
INI30100_INI30120	3.41506877762	0.000318829540977	0.0785458288618	-0.040189565614	0.0140386429736	0.00970807897397	345581	INI30100	INI30120	mean_platelet_(thrombocyte)_volume	lymphocyte_count	INI	INI	328027.0	327479.0	27144	0.0117683034314	0.691525455291
HC261_INI30010	3.28255582994	0.000514353064912	0.152780530973	-0.0403863239627	0.00436057413908	0.00546366481074	319107	HC261	INI30010	eczema/dermatitis	red_blood_cell_(erythrocyte)_count	HC	INI	11643.0	328032.0	48753	0.0123033167005	1.25296913582
INI30110_INI30190	3.18730892892	0.000718016518058	0.070771887361	-0.0416512054789	0.0108501629077	0.0086689811391	345527	INI30110	INI30190	platelet_distribution_width	monocyte_percentage	INI	INI	327880.0	327482.0	24454	0.0130678281923	0.798972440586
HC201_INI30070	3.15435893756	0.000804255591291	0.059144579822	-0.0435760037231	0.0125929037439	0.0116033758838	307294	HC201	INI30070	ulcerative_colitis	red_blood_cell_(erythrocyte)_distribution_width	HC	INI	3147.0	328031.0	18175	0.0138145355635	0.921421788001
INI30050_INI30140	3.53286658595	0.000205539932012	0.0729659358607	-0.045798151363	0.0130960363429	0.00840497792071	345661	INI30050	INI30140	mean_corpuscular_haemoglobin	neutrophill_count	INI	INI	328028.0	327479.0	25221	0.0129634534022	0.641795555587
INI30070_INI30190	3.66249982525	0.000124882961582	0.0700531802507	-0.0470679756701	0.0103544378753	0.00872218528537	345652	INI30070	INI30190	red_blood_cell_(erythrocyte)_distribution_width	monocyte_percentage	INI	INI	328031.0	327482.0	24214	0.0128513250282	0.842362027799
HC78_INI30100	4.25092104806	1.06446605336e-05	0.0659836352356	-0.0484146107074	0.00506378896117	0.0157347066225	320944	HC78	INI30100	arthritis_(nos)	mean_platelet_(thrombocyte)_volume	HC	INI	15332.0	328027.0	21177	0.0113892048711	3.10729904883
HC215_INI30190	4.00035473802	3.16238008311e-05	0.112324202081	-0.0493706822519	0.00833786777363	0.00677840397381	331821	HC215	INI30190	hypertension	monocyte_percentage	HC	INI	107407.0	327482.0	37272	0.0123415760564	0.812966115299
INI30040_INI30140	4.05443684354	2.51276127069e-05	0.0887648975973	-0.0504622951958	0.0110398662954	0.00760963917038	345769	INI30040	INI30140	mean_corpuscular_volume	neutrophill_count	INI	INI	328031.0	327479.0	30692	0.0124461909614	0.689287258267
HC96_INI30050	4.10955829851	1.98208315337e-05	0.0570291380912	-0.0516088133376	0.0156273850639	0.0149837349992	298497	HC96	INI30050	polymyalgia_rheumatica	mean_corpuscular_haemoglobin	HC	INI	1421.0	328028.0	17023	0.0125582385232	0.958812682863
INI30010_INI30100	5.39974737406	3.33674022833e-08	0.0979442994391	-0.0523706199978	0.00669243359985	0.0124054691618	345698	INI30010	INI30100	red_blood_cell_(erythrocyte)_count	mean_platelet_(thrombocyte)_volume	INI	INI	328032.0	328027.0	33859	0.00969871669357	1.85365592003
HC96_INI30130	4.05957338234	2.45812280404e-05	0.0673243192596	-0.0546693109159	0.014813409691	0.0104188286017	298474	HC96	INI30130	polymyalgia_rheumatica	monocyte_count	HC	INI	1421.0	327479.0	20095	0.0134667625799	0.703337639276
INI30060_INI30080	4.98075187363	3.16688534952e-07	0.0896004604719	-0.0550607702329	0.00468156940402	0.0102299290014	345827	INI30060	INI30080	mean_corpuscular_haemoglobin_concentration	platelet_count	INI	INI	328025.0	328031.0	30986	0.0110547105397	2.18514949123
HC215_INI30260	4.71808864517	1.19035381493e-06	0.11438402992	-0.0559350527327	0.00827312537219	0.00750592799679	331965	HC215	INI30260	hypertension	mean_reticulocyte_volume	HC	INI	107407.0	322934.0	37971	0.0118554476059	0.907266318244
INI30070_INI30150	4.66897545847	1.51352766331e-06	0.079746037854	-0.0560104110096	0.00959856406772	0.00900743904208	345769	INI30070	INI30150	red_blood_cell_(erythrocyte)_distribution_width	eosinophill_count	INI	INI	328031.0	327479.0	27574	0.01199629587	0.938415264881
INI30190_INI30240	4.55896054677	2.57037133497e-06	0.0805848516933	-0.0565943762949	0.00813314699157	0.00880723955947	345562	INI30190	INI30240	monocyte_percentage	reticulocyte_percentage	INI	INI	327482.0	322933.0	27847	0.0124138771797	1.08288213266
HC366_INI30130	4.15831501752	1.60301850501e-05	0.0702088005	-0.0567456649419	0.00161900346446	0.0101667264051	304640	HC366	INI30130	allergy/hypersensitivity/anaphylaxis	monocyte_count	HC	INI	2491.0	327479.0	21388	0.0136463121968	6.27961991945
INI30060_INI30100	5.01158531144	2.69917204224e-07	0.0580757151068	-0.0570000623722	0.00576384665932	0.0167787604445	345799	INI30060	INI30100	mean_corpuscular_haemoglobin_concentration	mean_platelet_(thrombocyte)_volume	INI	INI	328025.0	328027.0	20083	0.0113736589981	2.91103518818
HC269_INI30100	5.19683768029	1.01353606868e-07	0.0669334069906	-0.0573059448239	0.0105037904689	0.0155575691447	327161	HC269	INI30100	high_cholesterol	mean_platelet_(thrombocyte)_volume	HC	INI	43054.0	328027.0	21898	0.0110270799954	1.48113856524
INI30030_INI30090	5.32062249092	5.17063964959e-08	0.131865864904	-0.0575181816738	0.00449583418538	0.00692981789815	345631	INI30030	INI30090	haematocrit_percentage	platelet_crit	INI	INI	328032.0	327881.0	45577	0.0108104233616	1.54138645075
INI30110_INI30140	4.48258310349	3.68724548875e-06	0.0812628852601	-0.057990605836	0.0100451321466	0.00795812910486	345650	INI30110	INI30140	platelet_distribution_width	neutrophill_count	INI	INI	327880.0	327479.0	28089	0.0129368724455	0.792237373161
INI30190_INI30290	4.84814408032	6.23109390025e-07	0.0897748076772	-0.0586385186482	0.0076635393856	0.00836277320977	345520	INI30190	INI30290	monocyte_percentage	high_light_scatter_reticulocyte_percentage	INI	INI	327482.0	322755.0	31019	0.0120950445525	1.09124162988
INI30200_INI30280	4.46476874187	4.00776407328e-06	0.127653601783	-0.060625463219	0.00487193077682	0.0052576868105	345520	INI30200	INI30280	neutrophill_percentage	immature_reticulocyte_fraction	INI	INI	327482.0	322755.0	44107	0.0135786345775	1.07917929284
INI30190_INI30250	4.94008684009	3.90438929015e-07	0.0841758831679	-0.0606261097649	0.00793399765424	0.00852802712664	345589	INI30190	INI30250	monocyte_percentage	reticulocyte_count	INI	INI	327482.0	322934.0	29090	0.0122722761213	1.07487139501
FH1220_INI30130	4.80736457016	7.64664757671e-07	0.0763391034858	-0.0607902531375	0.00597208381323	0.00971414962698	330931	FH1220	INI30130	diabetes	monocyte_count	FH	INI	79177.0	327479.0	25263	0.0126452346708	1.62659298342
INI30080_INI30260	5.26463961864	7.02323090474e-08	0.101736580816	-0.061089807777	0.00943268882292	0.00792327470257	345627	INI30080	INI30260	platelet_count	mean_reticulocyte_volume	INI	INI	328031.0	322934.0	35163	0.0116037966893	0.839980503047
INI30110_INI30150	5.11578872642	1.56216311208e-07	0.0836218860595	-0.0618303192227	0.00980373481148	0.00873503319031	345650	INI30110	INI30150	platelet_distribution_width	eosinophill_count	INI	INI	327880.0	327479.0	28904	0.012086175276	0.890990358092
INI30190_INI30300	5.14578288518	1.33203702289e-07	0.0916399879852	-0.0620031952231	0.00757031203171	0.0081793179717	345520	INI30190	INI30300	monocyte_percentage	high_light_scatter_reticulocyte_count	INI	INI	327482.0	322755.0	31663	0.0120493220578	1.08044661005
HC382_INI30190	4.58121538184	2.31140718262e-06	0.0584647688005	-0.0635418368077	0.0142622471112	0.00988990097131	327638	HC382	INI30190	asthma	monocyte_percentage	HC	INI	43626.0	327482.0	19155	0.0138700828299	0.693432170555
HC261_INI30000	5.14303312701	1.35168965431e-07	0.0912981968144	-0.0639098009336	0.00646014975482	0.00927695746742	319092	HC261	INI30000	eczema/dermatitis	white_blood_cell_(leukocyte)_count	HC	INI	11643.0	328029.0	29133	0.0124264805136	1.43602823766
INI30200_INI30260	5.34300200366	4.57098762645e-08	0.093258341074	-0.0644067956767	0.00574973610266	0.00842082445014	345589	INI30200	INI30260	neutrophill_percentage	mean_reticulocyte_volume	INI	INI	327482.0	322934.0	32229	0.0120544210226	1.46455842491
INI30050_INI30160	3.31151973121	0.000463953480418	0.0716994441867	-0.0645136049171	0.0133627382424	0.00361384458744	345661	INI30050	INI30160	mean_corpuscular_haemoglobin	basophill_count	INI	INI	328028.0	327479.0	24784	0.0194815704431	0.270441920054
INI30050_INI30090	5.77748589176	3.79125387982e-09	0.0884723034211	-0.066203157164	0.0117065188543	0.00855657901382	345664	INI30050	INI30090	mean_corpuscular_haemoglobin	platelet_crit	INI	INI	328028.0	327881.0	30582	0.0114588176249	0.730924292725
FH1220_INI30060	3.11062190872	0.000933469073673	0.030374287854	-0.0663666132297	0.0102016841204	0.00868210020765	331030	FH1220	INI30060	diabetes	mean_corpuscular_haemoglobin_concentration	FH	INI	79177.0	328025.0	10055	0.0213354805493	0.851045778831
INI30110_INI30270	5.45166292192	2.49504875528e-08	0.0797257123591	-0.0669726526402	0.0101541545701	0.00907316655074	345537	INI30110	INI30270	platelet_distribution_width	mean_sphered_cell_volume	INI	INI	327880.0	322755.0	27548	0.0122848117353	0.893542292281
INI30090_INI30100	6.88817372252	2.82565869306e-12	0.0905513325194	-0.0683176627479	0.00842484071774	0.0130005801476	345651	INI30090	INI30100	platelet_crit	mean_platelet_(thrombocyte)_volume	INI	INI	327881.0	328027.0	31299	0.00991810971963	1.54312474065
HC273_INI30270	5.75645675324	4.2948887356e-09	0.123325411679	-0.0687572973293	0.00687450732897	0.00727927201388	329262	HC273	INI30270	essential_hypertension	mean_sphered_cell_volume	HC	INI	64234.0	322755.0	40606	0.0119443783349	1.05887908261
HC215_INI30270	5.97745357348	1.1332624559e-09	0.138404180942	-0.068784404685	0.0075499001127	0.00676725353958	331872	HC215	INI30270	hypertension	mean_sphered_cell_volume	HC	INI	107407.0	322755.0	45932	0.0115073088966	0.896336830761
INI30000_INI30220	3.30900055695	0.000468148254318	0.0887224785063	-0.0717600065862	0.00936541986262	0.00289029487894	345619	INI30000	INI30220	white_blood_cell_(leukocyte)_count	basophill_percentage	INI	INI	328029.0	327482.0	30664	0.0216863084038	0.308613486778
INI30090_INI30260	6.25680464442	1.96472559964e-10	0.103365897991	-0.0727442314765	0.00793462591574	0.00786090659083	345611	INI30090	INI30260	platelet_crit	mean_reticulocyte_volume	INI	INI	327881.0	322934.0	35724	0.0116264188528	0.990709161882
INI30010_INI30180	5.63566575982	8.71916575069e-09	0.156682027613	-0.0739965176734	0.00529979375834	0.00447342624875	345758	INI30010	INI30180	red_blood_cell_(erythrocyte)_count	lymphocyte_percentage	INI	INI	328032.0	327482.0	54174	0.0131300401456	0.844075534394
INI30060_INI30200	4.82730446757	6.91967288826e-07	0.0714930820817	-0.074560010275	0.00543427449107	0.00673508642162	345706	INI30060	INI30200	mean_corpuscular_haemoglobin_concentration	neutrophill_percentage	INI	INI	328025.0	327482.0	24716	0.0154454749593	1.23937177496
HC273_INI30190	5.73597190219	4.84773676722e-09	0.0921942646536	-0.0745779659657	0.00782429834018	0.00766568357493	329226	HC273	INI30190	essential_hypertension	monocyte_percentage	HC	INI	64234.0	327482.0	30353	0.0130018011311	0.979727924684
INI30160_INI30270	6.25687456134	1.96384535563e-10	0.117128425958	-0.075235339505	0.00297071936463	0.00751479107238	345557	INI30160	INI30270	basophill_count	mean_sphered_cell_volume	INI	INI	327479.0	322755.0	40475	0.0120244282936	2.52961998425
INI30070_INI30140	5.88868177819	1.94644102197e-09	0.0770792545322	-0.0754518291983	0.00989021093929	0.00827043104204	345769	INI30070	INI30140	red_blood_cell_(erythrocyte)_distribution_width	neutrophill_count	INI	INI	328031.0	327479.0	26652	0.0128130254003	0.836223928166
HC382_INI30000	6.28709674615	1.61728909419e-10	0.0804903823892	-0.0765902363856	0.0119352381279	0.00985143030389	327712	HC382	INI30000	asthma	white_blood_cell_(leukocyte)_count	HC	INI	43626.0	328029.0	26378	0.0121821310341	0.82540710108
HC322_HC382	3.12523488462	0.000888315677648	0.034495984792	-0.0775891973779	0.0176277041003	0.0206177113485	304587	HC322	HC382	crohns_disease	asthma	HC	HC	1652.0	43626.0	10507	0.0248266771114	1.16961977755
HC322_INI30070	5.54629019021	1.45897195515e-08	0.0597972202068	-0.07760478036	0.00637448803171	0.0115180265147	300353	HC322	INI30070	crohns_disease	red_blood_cell_(erythrocyte)_distribution_width	HC	INI	1652.0	328031.0	17960	0.0139921961705	1.80689436663
